@Relation urban_new_2022_fold6_test

@ATTRIBUTE f1_minas          NUMERIC  % Μήνας (1-12)
@ATTRIBUTE f2_epochi         NUMERIC  % Εποχή (1=Χειμ 2=Άνοιξ 3=Καλοκ 4=Φθιν)
@ATTRIBUTE f3_ora            NUMERIC  % Ώρα ημέρας (0-23)
@ATTRIBUTE f4_mera_nyxta     NUMERIC  % Μέρα=1 Νύχτα=0
@ATTRIBUTE f5_imera_evdom    NUMERIC  % Ημέρα εβδομάδας (0=Δευτ 6=Κυρ)
@ATTRIBUTE f6_savvatokyriako NUMERIC  % Σαββ/κο=1 Καθημ=0
@ATTRIBUTE f7_trimino        NUMERIC  % Τρίμηνο (1-4)
@ATTRIBUTE f8_nomos          NUMERIC  % Κωδικός Νομού
@ATTRIBUTE f9_typos_xorou    NUMERIC  % Κωδικός τύπου χώρου
@ATTRIBUTE class             {8,9,11} % 8=Μεγάλη 9=Μεσαία 11=Μικρή

@DATA
2,1,12,1,2,0,1,5,90,11
3,2,12,1,6,1,1,5,90,11
6,3,18,1,5,1,2,5,90,11
9,4,12,1,4,0,3,5,1,11
11,4,12,1,0,0,4,5,90,11
9,4,18,1,4,0,3,5,106,11
1,1,16,1,3,0,1,5,99,11
1,1,23,0,4,0,1,5,64,11
1,1,11,1,0,0,1,5,76,11
2,1,11,1,5,1,1,5,88,11
2,1,18,1,3,0,1,5,64,11
3,2,20,1,3,0,1,5,9,8
3,2,13,1,1,0,1,5,47,11
3,2,15,1,5,1,1,5,88,11
4,2,22,0,5,1,2,5,55,11
4,2,23,0,5,1,2,5,88,11
4,2,12,1,5,1,2,5,88,11
4,2,2,0,6,1,2,5,88,11
5,2,2,0,0,0,2,5,55,11
5,2,17,1,0,0,2,5,64,11
6,3,16,1,1,0,2,5,64,11
6,3,4,0,5,1,2,5,64,11
6,3,0,0,6,1,2,5,64,11
6,3,13,1,3,0,2,5,75,11
7,3,1,0,2,0,3,5,38,11
7,3,4,0,4,0,3,5,72,8
7,3,4,0,0,0,3,5,20,11
7,3,18,1,5,1,3,5,10,11
7,3,5,0,3,0,3,5,88,11
7,3,20,1,4,0,3,5,64,11
8,3,14,1,4,0,3,5,64,11
8,3,20,1,3,0,3,5,79,11
9,4,14,1,4,0,3,5,64,11
9,4,11,1,3,0,3,5,64,11
10,4,6,0,4,0,4,5,88,11
10,4,5,0,2,0,4,5,88,11
11,4,23,0,4,0,4,5,88,9
11,4,17,1,6,1,4,5,88,11
11,4,19,1,6,1,4,5,88,11
12,1,17,1,4,0,4,5,88,11
12,1,3,0,3,0,4,5,88,11
12,1,2,0,0,0,4,5,20,11
12,1,20,1,1,0,4,5,20,11
12,1,4,0,2,0,4,5,76,11
12,1,10,1,3,0,4,5,88,11
1,1,5,0,4,0,1,5,124,11
1,1,19,1,1,0,1,5,64,11
1,1,9,1,3,0,1,5,88,11
1,1,13,1,6,1,1,5,64,11
1,1,13,1,5,1,1,5,64,11
2,1,3,0,6,1,1,5,13,11
2,1,6,0,4,0,1,5,64,9
2,1,22,0,1,0,1,5,101,11
2,1,15,1,3,0,1,5,88,11
2,1,5,0,4,0,1,5,88,11
2,1,17,1,0,0,1,5,38,9
2,1,21,0,4,0,1,5,72,11
3,2,19,1,0,0,1,5,88,11
3,2,13,1,6,1,1,5,84,11
3,2,13,1,1,0,1,5,88,11
3,2,22,0,4,0,1,5,88,11
3,2,18,1,5,1,1,5,90,11
3,2,14,1,2,0,1,5,88,11
4,2,14,1,5,1,2,5,88,11
4,2,0,0,1,0,2,5,101,11
4,2,17,1,3,0,2,5,64,11
4,2,9,1,0,0,2,5,64,11
4,2,10,1,3,0,2,5,64,11
4,2,22,0,5,1,2,5,63,11
4,2,12,1,1,0,2,5,75,9
5,2,0,0,3,0,2,5,64,9
5,2,19,1,1,0,2,5,90,11
5,2,3,0,3,0,2,5,124,11
5,2,2,0,4,0,2,5,9,9
5,2,3,0,5,1,2,5,75,11
5,2,8,1,0,0,2,5,72,11
5,2,10,1,1,0,2,5,64,11
6,3,2,0,3,0,2,5,75,11
6,3,12,1,1,0,2,5,88,11
6,3,22,0,1,0,2,5,9,11
6,3,23,0,6,1,2,5,64,11
6,3,21,0,1,0,2,5,96,11
7,3,22,0,4,0,3,5,90,11
7,3,11,1,0,0,3,5,64,11
7,3,4,0,2,0,3,5,106,11
7,3,12,1,3,0,3,5,88,11
7,3,5,0,6,1,3,5,64,11
7,3,3,0,4,0,3,5,88,11
7,3,21,0,4,0,3,5,88,11
7,3,1,0,1,0,3,5,55,11
7,3,1,0,4,0,3,5,124,11
7,3,9,1,4,0,3,5,20,11
8,3,22,0,3,0,3,5,90,11
8,3,5,0,4,0,3,5,64,11
8,3,8,1,2,0,3,5,9,11
8,3,15,1,6,1,3,5,64,11
8,3,13,1,2,0,3,5,64,11
8,3,18,1,2,0,3,5,64,11
9,4,3,0,4,0,3,5,72,11
9,4,13,1,4,0,3,5,88,11
9,4,17,1,5,1,3,5,9,11
9,4,1,0,0,0,3,5,9,11
9,4,13,1,1,0,3,5,38,11
9,4,1,0,4,0,3,5,88,11
10,4,3,0,6,1,4,5,124,11
10,4,8,1,0,0,4,5,90,11
10,4,19,1,0,0,4,5,88,11
10,4,0,0,5,1,4,5,47,11
10,4,20,1,5,1,4,5,90,11
11,4,13,1,3,0,4,5,20,11
11,4,8,1,2,0,4,5,29,11
11,4,2,0,6,1,4,5,20,11
11,4,12,1,6,1,4,5,90,11
11,4,21,0,6,1,4,5,64,11
11,4,11,1,1,0,4,5,9,9
12,1,22,0,5,1,4,5,124,11
12,1,20,1,6,1,4,5,88,11
12,1,6,0,4,0,4,5,64,11
12,1,22,0,1,0,4,5,88,11
12,1,23,0,4,0,4,5,88,11
12,1,0,0,5,1,4,5,88,11
12,1,12,1,3,0,4,5,88,11
12,1,21,0,3,0,4,5,75,11
12,1,18,1,5,1,4,5,38,11
2,1,2,0,5,1,1,5,64,11
3,2,21,0,6,1,1,5,64,11
3,2,13,1,2,0,1,5,88,11
3,2,23,0,3,0,1,5,28,11
4,2,16,1,3,0,2,5,20,11
4,2,18,1,0,0,2,5,64,11
4,2,13,1,3,0,2,5,64,11
5,2,21,0,5,1,2,5,64,11
6,3,22,0,2,0,2,5,90,11
6,3,19,1,5,1,2,5,101,11
6,3,15,1,5,1,2,5,64,11
7,3,13,1,1,0,3,5,47,11
7,3,14,1,5,1,3,5,88,11
7,3,5,0,3,0,3,5,88,11
7,3,5,0,3,0,3,5,88,11
7,3,1,0,5,1,3,5,64,11
8,3,7,1,2,0,3,5,63,11
8,3,2,0,6,1,3,5,101,11
10,4,9,1,1,0,4,5,90,11
10,4,19,1,1,0,4,5,64,11
11,4,3,0,2,0,4,5,10,11
11,4,18,1,4,0,4,5,1,11
11,4,4,0,3,0,4,5,64,11
11,4,4,0,6,1,4,5,88,11
11,4,19,1,4,0,4,5,38,11
12,1,19,1,0,0,4,5,20,11
12,1,4,0,1,0,4,5,88,11
12,1,16,1,2,0,4,5,28,11
12,1,6,0,2,0,4,5,101,11
3,2,12,1,2,0,1,5,124,11
4,2,21,0,6,1,2,5,75,11
5,2,3,0,3,0,2,5,64,11
6,3,3,0,0,0,2,5,28,11
6,3,2,0,1,0,2,5,88,11
6,3,14,1,6,1,2,5,64,11
6,3,3,0,5,1,2,5,88,11
6,3,5,0,0,0,2,5,64,11
7,3,23,0,0,0,3,5,55,11
8,3,11,1,5,1,3,5,88,11
8,3,16,1,5,1,3,5,88,11
8,3,1,0,1,0,3,5,64,11
9,4,3,0,3,0,3,5,60,11
9,4,13,1,2,0,3,5,88,11
12,1,18,1,5,1,4,5,64,11
1,1,10,1,6,1,1,5,72,11
2,1,18,1,4,0,1,5,101,11
3,2,20,1,0,0,1,5,101,11
3,2,15,1,4,0,1,5,101,11
3,2,13,1,2,0,1,5,90,11
4,2,15,1,3,0,2,5,90,11
4,2,15,1,0,0,2,5,90,11
4,2,9,1,4,0,2,5,90,11
4,2,17,1,5,1,2,5,90,11
4,2,1,0,3,0,2,5,90,11
4,2,17,1,3,0,2,5,90,11
4,2,16,1,4,0,2,5,90,11
5,2,12,1,3,0,2,5,90,11
6,3,10,1,6,1,2,5,101,11
6,3,15,1,1,0,2,5,101,11
6,3,12,1,0,0,2,5,90,11
6,3,20,1,0,0,2,5,90,11
7,3,17,1,1,0,3,5,101,11
7,3,21,0,3,0,3,5,90,11
7,3,21,0,2,0,3,5,101,11
